Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
510-95-6347,Cairo,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,03-05-2019,6:17:00 PM,Ewallet,145.56,4.761904762,7.278,4
847-38-7188,Cairo,Mandalay,Member,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,7:56:00 PM,Ewallet,290.04,4.761904762,14.502,6.4
318-68-5053,Cairo,Mandalay,Member,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,5:55:00 PM,Cash,461.94,4.761904762,23.097,6.1
152-08-9985,Cairo,Mandalay,Member,Female,Health and beauty,64.36,9,28.962,608.202,03-12-2019,12:09:00 PM,Credit card,579.24,4.761904762,28.962,8.6
766-85-7061,Cairo,Mandalay,Member,Female,Health and beauty,87.87,10,43.935,922.635,3/29/2019,10:25:00 AM,Ewallet,878.7,4.761904762,43.935,5.1
733-01-9107,Cairo,Mandalay,Member,Female,Home and lifestyle,82.7,6,24.81,521.01,03-05-2019,6:14:00 PM,Cash,496.2,4.761904762,24.81,7.4
716-39-1409,Cairo,Mandalay,Member,Female,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,6:19:00 PM,Cash,212.45,4.761904762,10.6225,8
479-26-8945,Cairo,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,02-05-2019,11:32:00 AM,Ewallet,32.98,4.761904762,1.649,4.6
227-78-1148,Cairo,Mandalay,Member,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12:44:00 PM,Cash,509.88,4.761904762,25.494,8.4
291-32-1427,Cairo,Mandalay,Member,Female,Fashion accessories,21.94,5,5.485,115.185,03-05-2019,12:29:00 PM,Ewallet,109.7,4.761904762,5.485,5.3
659-65-8956,Cairo,Mandalay,Member,Female,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,3:26:00 PM,Ewallet,51.36,4.761904762,2.568,5.2
378-24-2715,Cairo,Mandalay,Member,Female,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,8:38:00 PM,Ewallet,106.88,4.761904762,5.344,4.1
219-22-9386,Cairo,Mandalay,Member,Female,Sports and travel,99.96,9,44.982,944.622,03-09-2019,5:26:00 PM,Credit card,899.64,4.761904762,44.982,4.2
268-27-6179,Cairo,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,03-09-2019,2:57:00 PM,Ewallet,451.76,4.761904762,22.588,7.3
549-84-7482,Cairo,Mandalay,Member,Female,Sports and travel,90.28,9,40.626,853.146,02-08-2019,11:15:00 AM,Ewallet,812.52,4.761904762,40.626,7.2
191-10-6171,Cairo,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,1:18:00 PM,Cash,277.34,4.761904762,13.867,7.5
695-51-0018,Cairo,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,02-10-2019,6:36:00 PM,Cash,139.36,4.761904762,6.968,7.4
590-83-4591,Cairo,Mandalay,Member,Female,Electronic accessories,87.45,6,26.235,550.935,2/17/2019,2:40:00 PM,Credit card,524.7,4.761904762,26.235,8.8
241-72-9525,Cairo,Mandalay,Normal,Female,Sports and travel,51.91,10,25.955,545.055,2/16/2019,12:21:00 PM,Cash,519.1,4.761904762,25.955,8.2
262-47-2794,Cairo,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,03-06-2019,3:07:00 PM,Credit card,574.88,4.761904762,28.744,6.2
608-96-3517,Cairo,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,3/23/2019,7:20:00 PM,Credit card,366.16,4.761904762,18.308,4.8
279-74-2924,Cairo,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,01-04-2019,7:40:00 PM,Cash,72.17,4.761904762,3.6085,6.1
307-85-2293,Cairo,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,03-07-2019,1:58:00 PM,Ewallet,251.4,4.761904762,12.57,9.7
743-04-1105,Cairo,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,3/30/2019,2:43:00 PM,Ewallet,874.98,4.761904762,43.749,6
423-57-2993,Cairo,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,3/27/2019,7:18:00 PM,Ewallet,560.34,4.761904762,28.017,10
548-46-9322,Cairo,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,3:24:00 PM,Credit card,399,4.761904762,19.95,5.9
505-02-0892,Cairo,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2/25/2019,2:12:00 PM,Ewallet,340.56,4.761904762,17.028,5.6
316-55-4634,Cairo,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,12:45:00 PM,Credit card,400.25,4.761904762,20.0125,9.4
608-27-6295,Cairo,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,1/19/2019,5:34:00 PM,Credit card,317.34,4.761904762,15.867,9.8
414-12-7047,Cairo,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,1/18/2019,12:04:00 PM,Ewallet,158.32,4.761904762,7.916,8.7
895-66-0685,Cairo,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,03-05-2019,7:46:00 PM,Ewallet,54.24,4.761904762,2.712,8
305-14-0245,Cairo,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,03-03-2019,7:00:00 PM,Ewallet,755.92,4.761904762,37.796,7.5
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,02-08-2019,10:53:00 AM,Cash,185.88,4.761904762,9.294,7
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,02-11-2019,10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,1:41:00 PM,Ewallet,147.04,4.761904762,7.352,4.6
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,8:23:00 PM,Ewallet,102.2,4.761904762,5.11,5.7
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,3/15/2019,11:57:00 AM,Cash,229.96,4.761904762,11.498,6.6
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,02-06-2019,2:51:00 PM,Ewallet,259,4.761904762,12.95,8.7
394-43-4238,Cairo,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12:42:00 PM,Credit card,88.85,4.761904762,4.4425,5.4
573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,3/28/2019,1:41:00 PM,Ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,03-02-2019,7:42:00 PM,Credit card,897.57,4.761904762,44.8785,6.5
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,7:17:00 PM,Ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,01-04-2019,1:24:00 PM,Credit card,139.26,4.761904762,6.963,4.4
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,03-11-2019,3:53:00 PM,Cash,207.27,4.761904762,10.3635,6.5
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,6:27:00 PM,Cash,123.85,4.761904762,6.1925,8.5
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,02-12-2019,12:58:00 PM,Ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,03-10-2019,6:59:00 PM,Credit card,172.02,4.761904762,8.601,7.9
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,03-06-2019,1:46:00 PM,Ewallet,434.56,4.761904762,21.728,5.4
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,7:14:00 PM,Ewallet,624.33,4.761904762,31.2165,4
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00 AM,Cash,544.2,4.761904762,27.21,5.3
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,7:28:00 PM,Cash,162.74,4.761904762,8.137,6.5
545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,03-12-2019,1:52:00 PM,Credit card,31.77,4.761904762,1.5885,8.7
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,02-11-2019,10:54:00 AM,Cash,756.81,4.761904762,37.8405,8
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,03-02-2019,7:26:00 PM,Cash,66.1,4.761904762,3.305,4.3
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,02-02-2019,6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,02-09-2019,7:43:00 PM,Cash,244.2,4.761904762,12.21,4.8
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,7:06:00 PM,Credit card,511.42,4.761904762,25.571,4.2
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,02-02-2019,3:34:00 PM,Ewallet,418.95,4.761904762,20.9475,6.4
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,2:12:00 PM,Cash,130.48,4.761904762,6.524,9
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,7:22:00 PM,Cash,153.2,4.761904762,7.66,5.7
154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,7:24:00 PM,Ewallet,54.45,4.761904762,2.7225,7.9
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,01-08-2019,8:55:00 PM,Cash,746,4.761904762,37.3,9.5
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,03-06-2019,6:13:00 PM,Ewallet,337.15,4.761904762,16.8575,6.3
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,4:52:00 PM,Ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,01-07-2019,8:52:00 PM,Cash,335.79,4.761904762,16.7895,6.2
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,6:01:00 PM,Cash,333.4,4.761904762,16.67,7.6
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,1:30:00 PM,Credit card,339.57,4.761904762,16.9785,5.2
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,5:37:00 PM,Credit card,403,4.761904762,20.15,7
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46:00 AM,Ewallet,181.1,4.761904762,9.055,5.9
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,03-12-2019,4:46:00 PM,Credit card,39.01,4.761904762,1.9505,4.7
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29:00 PM,Cash,119.68,4.761904762,5.984,8.6
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,2:04:00 PM,Cash,479.58,4.761904762,23.979,5.5
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,03-12-2019,7:53:00 PM,Ewallet,390.96,4.761904762,19.548,6.4
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11:00 AM,Credit card,204.52,4.761904762,10.226,4
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,02-07-2019,6:48:00 PM,Cash,198.18,4.761904762,9.909,6.8
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,1:02:00 PM,Cash,347.7,4.761904762,17.385,5.2
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,02-05-2019,3:26:00 PM,Credit card,385.38,4.761904762,19.269,8.9
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,02-10-2019,6:23:00 PM,Credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,03-05-2019,7:06:00 PM,Ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,8:21:00 PM,Cash,538.3,4.761904762,26.915,7.7
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00 AM,Credit card,135,4.761904762,6.75,4.8
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,7:02:00 PM,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,03-02-2019,2:16:00 PM,Cash,243,4.761904762,12.15,4.8
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,01-07-2019,12:20:00 PM,Credit card,356.56,4.761904762,17.828,7.8
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,03-01-2019,3:40:00 PM,Ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,4:58:00 PM,Cash,74.97,4.761904762,3.7485,5.6
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,02-02-2019,7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,7:39:00 PM,Credit card,121.92,4.761904762,6.096,4.9
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,01-05-2019,7:50:00 PM,Credit card,318.42,4.761904762,15.921,9.6
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,1:32:00 PM,Credit card,94.6,4.761904762,4.73,4
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,12:09:00 PM,Cash,498.45,4.761904762,24.9225,9.9
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,1:19:00 PM,Cash,75.82,4.761904762,3.791,5.8
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,03-10-2019,2:04:00 PM,Credit card,127.54,4.761904762,6.377,6.6
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,2:51:00 PM,Cash,379.5,4.761904762,18.975,9.7
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26:00 AM,Cash,122.31,4.761904762,6.1155,5.8
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,03-05-2019,1:30:00 PM,Credit card,246.36,4.761904762,12.318,8.3
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,03-04-2019,4:28:00 PM,Cash,173.16,4.761904762,8.658,8
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43:00 AM,Ewallet,198.75,4.761904762,9.9375,9.6
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,01-04-2019,7:01:00 PM,Cash,274.84,4.761904762,13.742,4.1
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,01-02-2019,1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,2:29:00 PM,Ewallet,43.74,4.761904762,2.187,6.9
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,4:28:00 PM,Ewallet,96.11,4.761904762,4.8055,7.8
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,01-12-2019,5:13:00 PM,Ewallet,114.44,4.761904762,5.722,8.3
301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,7:42:00 PM,Credit card,203.36,4.761904762,10.168,6.7
198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,01-02-2019,1:40:00 PM,Cash,365.49,4.761904762,18.2745,7
650-98-6268,Cairo,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,1:53:00 PM,Credit card,62.61,4.761904762,3.1305,8
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,5:27:00 PM,Cash,336.35,4.761904762,16.8175,6.9
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,7:48:00 PM,Credit card,138.16,4.761904762,6.908,6.9
616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,03-09-2019,2:36:00 PM,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,Cairo,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,6:19:00 PM,Credit card,47.44,4.761904762,2.372,6.8
394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,7:35:00 PM,Credit card,707.44,4.761904762,35.372,4.3
390-80-5128,Cairo,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,5:58:00 PM,Credit card,19.15,4.761904762,0.9575,9.5
296-11-7041,Cairo,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,01-12-2019,8:07:00 PM,Credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,Cairo,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02:00 AM,Credit card,39.12,4.761904762,1.956,9.6
891-01-7034,Cairo,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,01-01-2019,7:07:00 PM,Cash,448.26,4.761904762,22.413,6.7
744-09-5786,Cairo,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,01-02-2019,6:50:00 PM,Cash,132.06,4.761904762,6.603,7.6
767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,4:59:00 PM,Cash,147.8,4.761904762,7.39,6.9
710-46-4433,Cairo,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,2:15:00 PM,Credit card,696.6,4.761904762,34.83,4.5
533-33-5337,Cairo,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,02-07-2019,8:24:00 PM,Cash,793.9,4.761904762,39.695,6.2
234-03-4040,Cairo,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,03-03-2019,12:25:00 PM,Credit card,730.5,4.761904762,36.525,8.7
554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,3/22/2019,6:33:00 PM,Cash,222.12,4.761904762,11.106,4.5
731-59-7531,Cairo,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,3/30/2019,5:58:00 PM,Cash,580.56,4.761904762,29.028,4.6
701-69-8742,Cairo,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11:00 AM,Ewallet,343.7,4.761904762,17.185,6.7
305-18-3552,Cairo,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,02-12-2019,4:19:00 PM,Cash,603.8,4.761904762,30.19,6
438-01-4015,Cairo,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,3:25:00 PM,Ewallet,197.96,4.761904762,9.898,6.6
709-58-4068,Cairo,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,2:42:00 PM,Cash,410.9,4.761904762,20.545,7.3
627-95-3243,Cairo,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,02-04-2019,1:21:00 PM,Ewallet,699.12,4.761904762,34.956,9.8
686-41-0932,Cairo,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,7:48:00 PM,Ewallet,69.4,4.761904762,3.47,8.2
608-04-3797,Cairo,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,03-05-2019,8:24:00 PM,Ewallet,202.56,4.761904762,10.128,8.7
437-53-3084,Cairo,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48:00 AM,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,Cairo,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,3/20/2019,2:14:00 PM,Cash,607.36,4.761904762,30.368,5.5
401-18-8016,Cairo,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,5:36:00 PM,Cash,98.13,4.761904762,4.9065,8.9
277-63-2961,Cairo,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,02-03-2019,3:53:00 PM,Credit card,73.97,4.761904762,3.6985,5.4
282-35-2475,Cairo,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,5:53:00 PM,Cash,186.62,4.761904762,9.331,6.3
511-54-3087,Cairo,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,4:36:00 PM,Credit card,88.45,4.761904762,4.4225,9.5
387-49-4215,Cairo,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,01-08-2019,12:50:00 PM,Cash,145.5,4.761904762,7.275,6.7
