Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
704-48-3927,Alex,Yangon,Member,Female,Electronic accessories,88.67,10,44.335,931.035,01-12-2019,2:50:00 PM,Ewallet,886.7,4.761904762,44.335,7.3
630-74-5166,Alex,Yangon,Member,Female,Sports and travel,62.13,6,18.639,391.419,3/22/2019,8:19:00 PM,Cash,372.78,4.761904762,18.639,7.4
645-44-1170,Alex,Yangon,Member,Female,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,8:07:00 PM,Ewallet,522.63,4.761904762,26.1315,4.3
642-32-2990,Alex,Yangon,Member,Female,Food and beverages,10.96,10,5.48,115.08,02-02-2019,8:48:00 PM,Ewallet,109.6,4.761904762,5.48,6
638-60-7125,Alex,Yangon,Member,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2019,5:03:00 PM,Credit card,796.48,4.761904762,39.824,5.2
668-90-8900,Alex,Yangon,Member,Female,Home and lifestyle,93.69,7,32.7915,688.6215,03-10-2019,6:44:00 PM,Credit card,655.83,4.761904762,32.7915,4.5
870-54-3162,Alex,Yangon,Member,Female,Sports and travel,32.25,5,8.0625,169.3125,1/27/2019,1:26:00 PM,Cash,161.25,4.761904762,8.0625,9
802-70-5316,Alex,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.419,03-06-2019,8:34:00 PM,Cash,552.78,4.761904762,27.639,8.3
700-81-1757,Alex,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,8:59:00 PM,Credit card,131.55,4.761904762,6.5775,8.8
354-39-5160,Alex,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2/18/2019,3:39:00 PM,Cash,206.52,4.761904762,10.326,9.8
575-30-8091,Alex,Yangon,Normal,Female,Sports and travel,72.5,8,29,609,3/16/2019,7:25:00 PM,Ewallet,580,4.761904762,29,9.2
239-10-7476,Alex,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,1/21/2019,4:37:00 PM,Ewallet,467.7,4.761904762,23.385,8
685-64-1609,Alex,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,02-10-2019,12:28:00 PM,Ewallet,301.4,4.761904762,15.07,9.2
238-49-0436,Alex,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,3/27/2019,1:48:00 PM,Credit card,259.68,4.761904762,12.984,4.9
746-94-0204,Alex,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,1/29/2019,11:56:00 AM,Credit card,749.16,4.761904762,37.458,7.4
782-95-9291,Alex,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2/20/2019,3:55:00 PM,Credit card,461.45,4.761904762,23.0725,9
275-28-0149,Alex,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2/25/2019,4:21:00 PM,Cash,63.69,4.761904762,3.1845,6
101-17-6199,Alex,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,3/13/2019,7:44:00 PM,Credit card,320.53,4.761904762,16.0265,7
687-47-8271,Alex,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,02-08-2019,4:20:00 PM,Credit card,989.8,4.761904762,49.49,8.7
796-32-9050,Alex,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,1/19/2019,4:31:00 PM,Cash,307.68,4.761904762,15.384,6.5
105-31-1824,Alex,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,02-01-2019,3:10:00 PM,Credit card,486.64,4.761904762,24.332,8.5
249-42-3782,Alex,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,01-03-2019,11:36:00 AM,Ewallet,350.05,4.761904762,17.5025,5.5
827-26-2100,Alex,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,3/21/2019,4:21:00 PM,Ewallet,304.56,4.761904762,15.228,8.8
175-54-2529,Alex,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,03-03-2019,5:01:00 PM,Credit card,177.36,4.761904762,8.868,9.6
407-63-8975,Alex,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,3/23/2019,7:16:00 PM,Ewallet,443.28,4.761904762,22.164,4.4
851-28-6367,Alex,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55:00 AM,Ewallet,155,4.761904762,7.75,8
586-25-0848,Alex,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,03-04-2019,11:19:00 AM,Credit card,86.38,4.761904762,4.319,6.7
400-60-7251,Alex,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,02-10-2019,12:50:00 PM,Ewallet,74.07,4.761904762,3.7035,9.9
831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2019,11:30:00 AM,Credit card,163.55,4.761904762,8.1775,9.9
856-22-8149,Alex,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,3/23/2019,10:13:00 AM,Ewallet,25.29,4.761904762,1.2645,6.1
749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,01-03-2019,12:02:00 PM,Ewallet,207.27,4.761904762,10.3635,7.9
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,8:24:00 PM,Ewallet,236.07,4.761904762,11.8035,5.9
802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,3:05:00 PM,Credit card,18.28,4.761904762,0.914,8.3
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,4:55:00 PM,Cash,283.92,4.761904762,14.196,5.5
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,3:56:00 PM,Cash,86.5,4.761904762,4.325,6.2
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,03-11-2019,12:55:00 PM,Ewallet,507.36,4.761904762,25.368,7.4
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,03-09-2019,6:24:00 PM,Ewallet,519.4,4.761904762,25.97,6.5
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,6:09:00 PM,Ewallet,186.28,4.761904762,9.314,4.1
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,01-11-2019,11:20:00 AM,Ewallet,89.69,4.761904762,4.4845,4.9
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,01-11-2019,4:49:00 PM,Credit card,224.46,4.761904762,11.223,5.6
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,03-11-2019,12:01:00 PM,Credit card,119.54,4.761904762,5.977,5.8
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,01-05-2019,11:25:00 AM,Cash,250.6,4.761904762,12.53,4.2
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,01-01-2019,2:47:00 PM,Cash,380.72,4.761904762,19.036,5.7
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,2:04:00 PM,Ewallet,89.7,4.761904762,4.485,6.8
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,01-07-2019,4:11:00 PM,Credit card,310.88,4.761904762,15.544,8.8
290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00 AM,Cash,95,4.761904762,4.75,5.2
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,01-06-2019,11:23:00 AM,Cash,471.2,4.761904762,23.56,8.9
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46:00 AM,Credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,02-05-2019,10:16:00 AM,Ewallet,155.46,4.761904762,7.773,8.7
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00 PM,Ewallet,129,4.761904762,6.45,6.5
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,1:25:00 PM,Ewallet,675.54,4.761904762,33.777,6.2
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,02-09-2019,11:00:00 AM,Cash,222.4,4.761904762,11.12,4.2
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,03-12-2019,12:43:00 PM,Credit card,688.8,4.761904762,34.44,8.7
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,01-05-2019,4:05:00 PM,Credit card,282.96,4.761904762,14.148,4.4
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,01-04-2019,1:34:00 PM,Ewallet,355.4,4.761904762,17.77,7
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,01-07-2019,11:44:00 AM,Credit card,193.86,4.761904762,9.693,8.8
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,3:51:00 PM,Cash,24.06,4.761904762,1.203,5.1
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,7:57:00 PM,Credit card,440.2,4.761904762,22.01,9.6
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,5:01:00 PM,Credit card,559.68,4.761904762,27.984,6.4
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,01-06-2019,11:09:00 AM,Cash,15.34,4.761904762,0.767,6.5
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,03-04-2019,3:02:00 PM,Ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,03-12-2019,2:21:00 PM,Cash,190.68,4.761904762,9.534,9.1
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,02-03-2019,2:38:00 PM,Cash,664.16,4.761904762,33.208,4.2
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,8:29:00 PM,Cash,62.48,4.761904762,3.124,4.7
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00:00 AM,Cash,72.72,4.761904762,3.636,7.1
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,01-10-2019,2:16:00 PM,Ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,3:54:00 PM,Cash,240.04,4.761904762,12.002,4.5
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,5:15:00 PM,Credit card,204.76,4.761904762,10.238,4.7
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,8:14:00 PM,Ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,1:22:00 PM,Cash,281.61,4.761904762,14.0805,9.6
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,5:09:00 PM,Cash,710.32,4.761904762,35.516,4.1
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40:00 AM,Ewallet,79.44,4.761904762,3.972,4.7
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,03-05-2019,5:43:00 PM,Cash,163.82,4.761904762,8.191,7.8
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,02-01-2019,10:08:00 AM,Credit card,71.15,4.761904762,3.5575,4.4
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,03-07-2019,1:12:00 PM,Cash,139.95,4.761904762,6.9975,5
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,6:03:00 PM,Ewallet,91.56,4.761904762,4.578,9.8
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,03-08-2019,1:21:00 PM,Cash,308.85,4.761904762,15.4425,6.7
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48:00 PM,Credit card,129.12,4.761904762,6.456,9.4
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,03-09-2019,7:09:00 PM,Cash,498.9,4.761904762,24.945,5.4
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,1:07:00 PM,Cash,145.44,4.761904762,7.272,7.6
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,5:27:00 PM,Credit card,98.7,4.761904762,4.935,9.1
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,02-03-2019,3:59:00 PM,Cash,385.1,4.761904762,19.255,5.5
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00 AM,Credit card,46.96,4.761904762,2.348,7.9
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17:00 AM,Credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,3:49:00 PM,Ewallet,687.6,4.761904762,34.38,7.5
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,3:04:00 PM,Cash,133.95,4.761904762,6.6975,6.2
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,4:10:00 PM,Ewallet,701.37,4.761904762,35.0685,7.6
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,02-04-2019,12:14:00 PM,Cash,71.95,4.761904762,3.5975,7.3
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,5:38:00 PM,Cash,182.14,4.761904762,9.107,5.1
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,6:22:00 PM,Cash,361.83,4.761904762,18.0915,5.5
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12:00 AM,Credit card,647.68,4.761904762,32.384,7.4
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,5:44:00 PM,Cash,439.32,4.761904762,21.966,7.2
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29:00 AM,Cash,263.76,4.761904762,13.188,6
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,03-06-2019,12:46:00 PM,Credit card,193.5,4.761904762,9.675,7.8
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,01-03-2019,4:47:00 PM,Credit card,335.45,4.761904762,16.7725,9.1
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52:00 PM,Ewallet,483.5,4.761904762,24.175,7
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,01-11-2019,10:37:00 AM,Credit card,329.32,4.761904762,16.466,7.5
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,01-06-2019,1:58:00 PM,Ewallet,204.7,4.761904762,10.235,9.9
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,4:49:00 PM,Credit card,323.2,4.761904762,16.16,10
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,6:27:00 PM,Ewallet,76.82,4.761904762,3.841,7.2
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,03-09-2019,12:45:00 PM,Credit card,522.6,4.761904762,26.13,6.2
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,03-06-2019,10:36:00 AM,Ewallet,79.74,4.761904762,3.987,7.3
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,8:36:00 PM,Ewallet,387.5,4.761904762,19.375,4.3
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,2:16:00 PM,Ewallet,271.35,4.761904762,13.5675,4.6
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,3:28:00 PM,Credit card,269.04,4.761904762,13.452,8
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,01-11-2019,7:07:00 PM,Credit card,68.95,4.761904762,3.4475,7.8
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,03-04-2019,7:48:00 PM,Ewallet,226.12,4.761904762,11.306,5.5
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,01-04-2019,1:21:00 PM,Cash,104.85,4.761904762,5.2425,7.8
696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,03-10-2019,6:55:00 PM,Ewallet,77.52,4.761904762,3.876,6.6
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,7:36:00 PM,Ewallet,407.44,4.761904762,20.372,9.2
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,02-04-2019,10:23:00 AM,Cash,176.54,4.761904762,8.827,8.2
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,6:01:00 PM,Cash,372.19,4.761904762,18.6095,8.9
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,03-08-2019,10:53:00 AM,Ewallet,906.5,4.761904762,45.325,7.3
459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,7:14:00 PM,Ewallet,140.76,4.761904762,7.038,6.4
345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,03-08-2019,3:37:00 PM,Credit card,203.94,4.761904762,10.197,7.7
138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,3:42:00 PM,Credit card,802.89,4.761904762,40.1445,6.5
301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00 AM,Cash,133.7,4.761904762,6.685,9.7
727-17-0390,Alex,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,3/16/2019,12:43:00 PM,Ewallet,318.05,4.761904762,15.9025,4.8
568-88-3448,Alex,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,03-03-2019,3:09:00 PM,Ewallet,25,4.761904762,1.25,5.5
187-83-5490,Alex,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,1:47:00 PM,Cash,83.08,4.761904762,4.154,4.7
470-32-9057,Alex,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,3/28/2019,3:31:00 PM,Credit card,256.7,4.761904762,12.835,9.1
340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40:00 AM,Cash,160.2,4.761904762,8.01,9.7
405-31-3305,Alex,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,02-02-2019,6:31:00 PM,Credit card,431.3,4.761904762,21.565,5.5
676-39-6028,Alex,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,5:04:00 PM,Cash,322.2,4.761904762,16.11,6.6
502-05-1910,Alex,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2/25/2019,8:35:00 PM,Credit card,195.54,4.761904762,9.777,6.3
485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,3/18/2019,4:10:00 PM,Credit card,166.3,4.761904762,8.315,4.2
575-67-1508,Alex,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26:00 AM,Ewallet,38.6,4.761904762,1.93,6.7
674-15-9296,Alex,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,01-08-2019,1:05:00 PM,Ewallet,185.7,4.761904762,9.285,5
795-49-7276,Alex,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,6:59:00 PM,Ewallet,148.6,4.761904762,7.43,8.3
