Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
263-10-3913,Giza,Naypyitaw,Member,Female,Fashion accessories,49.04,9,22.068,463.428,01-09-2019,2:20:00 PM,Credit card,441.36,4.761904762,22.068,8.6
829-49-1914,Giza,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,03-05-2019,4:24:00 PM,Ewallet,783.1,4.761904762,39.155,6.6
756-01-7507,Giza,Naypyitaw,Member,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,6:56:00 PM,Cash,101.9,4.761904762,5.095,6
870-72-4431,Giza,Naypyitaw,Member,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,2:42:00 PM,Credit card,595.14,4.761904762,29.757,5.5
480-63-2856,Giza,Naypyitaw,Member,Female,Food and beverages,19.25,8,7.7,161.7,1/23/2019,6:37:00 PM,Ewallet,154,4.761904762,7.7,6.6
787-56-0757,Giza,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,6:45:00 PM,Credit card,321.44,4.761904762,16.072,8.3
360-39-5055,Giza,Naypyitaw,Member,Female,Sports and travel,48.91,5,12.2275,256.7775,03-09-2019,10:17:00 AM,Cash,244.55,4.761904762,12.2275,6.6
730-50-9884,Giza,Naypyitaw,Member,Female,Sports and travel,83.06,7,29.071,610.491,03-05-2019,2:31:00 PM,Ewallet,581.42,4.761904762,29.071,4
362-58-8315,Giza,Naypyitaw,Member,Female,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23:00 AM,Cash,382.6,4.761904762,19.13,9.9
565-80-5980,Giza,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25:00 AM,Cash,189.52,4.761904762,9.476,7.1
225-32-0908,Giza,Naypyitaw,Member,Female,Sports and travel,44.86,10,22.43,471.03,1/26/2019,7:54:00 PM,Ewallet,448.6,4.761904762,22.43,8.2
512-91-0811,Giza,Naypyitaw,Member,Female,Health and beauty,89.75,1,4.4875,94.2375,02-06-2019,8:05:00 PM,Credit card,89.75,4.761904762,4.4875,6.6
871-39-9221,Giza,Naypyitaw,Member,Female,Electronic accessories,12.45,6,3.735,78.435,02-09-2019,1:11:00 PM,Cash,74.7,4.761904762,3.735,4.1
163-56-7055,Giza,Naypyitaw,Member,Female,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,7:20:00 PM,Cash,48.71,4.761904762,2.4355,4.1
189-98-2939,Giza,Naypyitaw,Member,Female,Fashion accessories,78.55,9,35.3475,742.2975,03-01-2019,1:22:00 PM,Cash,706.95,4.761904762,35.3475,7.2
551-21-3069,Giza,Naypyitaw,Member,Female,Electronic accessories,23.07,9,10.3815,218.0115,02-01-2019,11:27:00 AM,Cash,207.63,4.761904762,10.3815,4.9
628-34-3388,Giza,Naypyitaw,Member,Female,Fashion accessories,27.38,6,8.214,172.494,01-05-2019,8:54:00 PM,Credit card,164.28,4.761904762,8.214,7.9
588-01-7461,Giza,Naypyitaw,Member,Female,Food and beverages,33.98,9,15.291,321.111,3/24/2019,10:43:00 AM,Cash,305.82,4.761904762,15.291,4.2
861-77-0145,Giza,Naypyitaw,Member,Female,Electronic accessories,81.97,10,40.985,860.685,03-03-2019,2:30:00 PM,Cash,819.7,4.761904762,40.985,9.2
210-67-5886,Giza,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,02-05-2019,10:41:00 AM,Credit card,294.63,4.761904762,14.7315,7.8
237-01-6122,Giza,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,02-01-2019,8:31:00 PM,Credit card,727.11,4.761904762,36.3555,9.5
225-98-1496,Giza,Naypyitaw,Member,Female,Fashion accessories,27.02,3,4.053,85.113,03-02-2019,1:01:00 PM,Credit card,81.06,4.761904762,4.053,7.1
659-36-1684,Giza,Naypyitaw,Member,Female,Sports and travel,57.12,7,19.992,419.832,01-12-2019,12:02:00 PM,Credit card,399.84,4.761904762,19.992,6.5
336-78-2147,Giza,Naypyitaw,Member,Female,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,7:52:00 PM,Credit card,511.28,4.761904762,25.564,4.6
189-08-9157,Giza,Naypyitaw,Member,Female,Fashion accessories,31.73,9,14.2785,299.8485,01-08-2019,4:17:00 PM,Credit card,285.57,4.761904762,14.2785,5.9
663-86-9076,Giza,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,01-08-2019,3:57:00 PM,Ewallet,548.32,4.761904762,27.416,8.5
483-71-1164,Giza,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,03-08-2019,4:43:00 PM,Ewallet,487.8,4.761904762,24.39,5.3
597-78-7908,Giza,Naypyitaw,Normal,Female,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,7:39:00 PM,Cash,270.66,4.761904762,13.533,6.2
731-81-9469,Giza,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,1/23/2019,1:00:00 PM,Credit card,898,4.761904762,44.9,5.4
280-17-4359,Giza,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,1:48:00 PM,Cash,905,4.761904762,45.25,8.1
338-65-2210,Giza,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,02-05-2019,7:57:00 PM,Cash,686,4.761904762,34.3,9.1
488-25-4221,Giza,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36:00 AM,Credit card,30.41,4.761904762,1.5205,8.4
458-41-1477,Giza,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,03-08-2019,5:11:00 PM,Credit card,277.56,4.761904762,13.878,9.5
568-90-5112,Giza,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,3/19/2019,12:46:00 PM,Credit card,264.56,4.761904762,13.228,5.6
584-86-7256,Giza,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,03-11-2019,4:07:00 PM,Credit card,241.92,4.761904762,12.096,7.3
214-17-6927,Giza,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,02-07-2019,6:23:00 PM,Ewallet,98.88,4.761904762,4.944,9.9
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,1/28/2019,1:05:00 PM,Cash,647.76,4.761904762,32.388,9.3
894-41-5205,Giza,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,7:39:00 PM,Credit card,345.44,4.761904762,17.272,8.3
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,7:42:00 PM,Ewallet,152.8,4.761904762,7.64,6.5
234-65-2137,Giza,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,1:32:00 PM,Cash,955.8,4.761904762,47.79,4.8
733-33-4967,Giza,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,03-03-2019,7:17:00 PM,Cash,166.8,4.761904762,8.34,6.3
139-52-2867,Giza,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2/13/2019,10:50:00 AM,Credit card,157.57,4.761904762,7.8785,4.8
342-65-4817,Giza,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,1/28/2019,4:47:00 PM,Ewallet,260.4,4.761904762,13.02,9.9
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,02-09-2019,10:00:00 AM,Cash,449.82,4.761904762,22.491,5.7
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,1/23/2019,11:51:00 AM,Cash,307.76,4.761904762,15.388,7.7
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,1/25/2019,3:00:00 PM,Ewallet,274.48,4.761904762,13.724,5.7
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,1/28/2019,8:50:00 PM,Credit card,279.24,4.761904762,13.962,5.9
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,7:08:00 PM,Cash,790.2,4.761904762,39.51,9.2
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,1/13/2019,7:30:00 PM,Cash,74.29,4.761904762,3.7145,5
848-24-9445,Giza,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,6:03:00 PM,Cash,87.4,4.761904762,4.37,4.9
699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,03-12-2019,7:58:00 PM,Credit card,166,4.761904762,8.3,8.2
420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,7:57:00 PM,Credit card,356.95,4.761904762,17.8475,5.5
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01:00 AM,Credit card,114.9,4.761904762,5.745,6.8
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02:00 AM,Cash,429.87,4.761904762,21.4935,9.8
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,01-04-2019,6:19:00 PM,Credit card,599.85,4.761904762,29.9925,9.7
263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,5:38:00 PM,Ewallet,285.3,4.761904762,14.265,7.8
677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,6:08:00 PM,Cash,839.34,4.761904762,41.967,8.8
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,6:06:00 PM,Cash,59.05,4.761904762,2.9525,9.4
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38:00 PM,Cash,12.54,4.761904762,0.627,8.2
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,01-11-2019,2:29:00 PM,Credit card,174.32,4.761904762,8.716,9.7
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,4:24:00 PM,Ewallet,148.24,4.761904762,7.412,9.7
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,3:16:00 PM,Credit card,87.05,4.761904762,4.3525,4.9
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,03-05-2019,5:07:00 PM,Credit card,221.1,4.761904762,11.055,8.6
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,6:37:00 PM,Credit card,186.4,4.761904762,9.32,6
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,7:06:00 PM,Credit card,351.9,4.761904762,17.595,8.4
883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,03-02-2019,7:44:00 PM,Credit card,28.78,4.761904762,1.439,7.2
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,02-07-2019,1:05:00 PM,Credit card,263.76,4.761904762,13.188,6.9
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,03-07-2019,2:53:00 PM,Ewallet,65.8,4.761904762,3.29,5.6
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,5:22:00 PM,Credit card,141.88,4.761904762,7.094,6.9
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,01-03-2019,7:17:00 PM,Cash,42.24,4.761904762,2.112,9.7
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,01-07-2019,5:36:00 PM,Cash,218.2,4.761904762,10.91,7.1
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,02-02-2019,1:23:00 PM,Ewallet,381.68,4.761904762,19.084,6.4
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,4:28:00 PM,Cash,709.9,4.761904762,35.495,5.7
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,03-06-2019,1:29:00 PM,Credit card,37,4.761904762,1.85,7.9
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,2:49:00 PM,Cash,74.86,4.761904762,3.743,6.9
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02:00 PM,Cash,213.75,4.761904762,10.6875,9.5
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,5:20:00 PM,Ewallet,194.95,4.761904762,9.7475,6
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,03-03-2019,1:42:00 PM,Cash,259.6,4.761904762,12.98,7.5
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,2:44:00 PM,Cash,115.36,4.761904762,5.768,6.4
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21:00 AM,Cash,88.61,4.761904762,4.4305,7.7
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,01-02-2019,6:09:00 PM,Credit card,199.64,4.761904762,9.982,6.7
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,3:31:00 PM,Cash,48.61,4.761904762,2.4305,4.4
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,02-05-2019,7:05:00 PM,Ewallet,138.66,4.761904762,6.933,9.7
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,02-10-2019,8:51:00 PM,Cash,781.3,4.761904762,39.065,4.4
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,5:29:00 PM,Cash,198.74,4.761904762,9.937,5.2
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,02-09-2019,10:25:00 AM,Cash,63.24,4.761904762,3.162,7.3
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,01-10-2019,11:34:00 AM,Cash,373.95,4.761904762,18.6975,4.9
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,03-11-2019,6:58:00 PM,Credit card,207.69,4.761904762,10.3845,8.1
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,4:28:00 PM,Ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,8:26:00 PM,Cash,206.37,4.761904762,10.3185,5.5
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,3:08:00 PM,Cash,39.42,4.761904762,1.971,8.4
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,03-12-2019,4:30:00 PM,Cash,377.04,4.761904762,18.852,8.6
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,1:48:00 PM,Ewallet,73.5,4.761904762,3.675,8.5
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58:00 PM,Credit card,142.95,4.761904762,7.1475,9.5
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,4:24:00 PM,Ewallet,485.15,4.761904762,24.2575,9.3
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13:00 AM,Cash,714,4.761904762,35.7,4.7
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,2:53:00 PM,Credit card,993,4.761904762,49.65,6.6
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,03-04-2019,3:44:00 PM,Cash,30.24,4.761904762,1.512,8.4
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,03-08-2019,8:01:00 PM,Credit card,375.5,4.761904762,18.775,9.3
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,01-09-2019,1:45:00 PM,Cash,954.4,4.761904762,47.72,5.2
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2/27/2019,3:12:00 PM,Cash,755.76,4.761904762,37.788,9.1
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,03-07-2019,8:37:00 PM,Ewallet,199.58,4.761904762,9.979,8
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,4:23:00 PM,Cash,164.96,4.761904762,8.248,7.1
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,01-06-2019,12:12:00 PM,Cash,326.72,4.761904762,16.336,9.1
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,7:33:00 PM,Cash,461.88,4.761904762,23.094,5.6
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,2:28:00 PM,Cash,143.6,4.761904762,7.18,5.4
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,5:54:00 PM,Ewallet,420.66,4.761904762,21.033,5.2
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25:00 PM,Cash,252.48,4.761904762,12.624,8.9
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,6:17:00 PM,Ewallet,668.43,4.761904762,33.4215,8.7
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,02-06-2019,5:20:00 PM,Ewallet,387.92,4.761904762,19.396,9.4
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,2:35:00 PM,Cash,53.22,4.761904762,2.661,4.2
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,03-01-2019,3:32:00 PM,Ewallet,299.56,4.761904762,14.978,4.2
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,03-11-2019,1:37:00 PM,Cash,280.62,4.761904762,14.031,6
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,2:55:00 PM,Ewallet,486.63,4.761904762,24.3315,9.5
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31:00 PM,Cash,241.44,4.761904762,12.072,8.1
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,3/25/2019,8:18:00 PM,Credit card,236.58,4.761904762,11.829,9.4
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,03-12-2019,8:04:00 PM,Credit card,184.88,4.761904762,9.244,6.2
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,02-04-2019,1:38:00 PM,Ewallet,13.98,4.761904762,0.699,9.8
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,5:30:00 PM,Ewallet,684.53,4.761904762,34.2265,4.9
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,7:24:00 PM,Ewallet,119.1,4.761904762,5.955,5.4
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,01-08-2019,1:48:00 PM,Credit card,181.52,4.761904762,9.076,8.7
186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,10:57:00 AM,Ewallet,81.51,4.761904762,4.0755,9.2
266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,1:57:00 PM,Ewallet,115.8,4.761904762,5.79,7.5
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,1:29:00 PM,Cash,252.15,4.761904762,12.6075,9.8
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,02-08-2019,1:00:00 PM,Credit card,972.1,4.761904762,48.605,8.7
489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,03-09-2019,3:36:00 PM,Cash,16.28,4.761904762,0.814,5
574-57-9721,Giza,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,03-08-2019,4:53:00 PM,Ewallet,86.54,4.761904762,4.327,5.7
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,7:09:00 PM,Ewallet,893.16,4.761904762,44.658,9
257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,4:51:00 PM,Ewallet,331.72,4.761904762,16.586,9.6
549-96-4200,Giza,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,03-08-2019,8:15:00 PM,Ewallet,68.16,4.761904762,3.408,7
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,02-07-2019,2:38:00 PM,Credit card,326.88,4.761904762,16.344,6.5
450-28-2866,Giza,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,7:25:00 PM,Cash,87.2,4.761904762,4.36,8.1
192-98-7397,Giza,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,01-08-2019,2:11:00 PM,Ewallet,12.78,4.761904762,0.639,9.5
235-46-8343,Giza,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26:00 AM,Credit card,276.6,4.761904762,13.83,8.9
453-12-7053,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,03-10-2019,5:38:00 PM,Credit card,137.22,4.761904762,6.861,6.5
325-90-8763,Giza,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,1:58:00 PM,Cash,465.7,4.761904762,23.285,7.6
729-46-7422,Giza,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,4:52:00 PM,Credit card,35.89,4.761904762,1.7945,7.9
639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,02-03-2019,3:19:00 PM,Cash,202.6,4.761904762,10.13,4.5
